Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
659,3 BHK Ready to Occupy Flat for sale in Hiranandani Estate Tiara Ghodbunder Road,"Have a look at this immaculate 3 BHK flat for sale in Ghodbunder Road, Thane. The property is ideally located in a strategic location in Hiranandani Estate Tiara township. This apartment for resale is a great choice. This apartment in one of the significant areas of Ghodbunder Road is ready to move, and can be purchased at the best price of INR 2.05 Cr. You will find it unfurnished. The flat is easily approachable because it is near to hiranandani estate, tiara.",2.05 Cr ,13443,thane,1190 sqft,Ready to Move,9 out of 20,Resale,Unfurnished,East,Garden/Park,Hiranandani Estate Tiara,3,1,1 Covered,Freehold,,,
660,1 BHK Ready to Occupy Flat for sale Dombivli East,"Discover this immaculate 1 BHK flat for sale at the pristine Dombivli East in Thane. Your search ends here, because this flat for resale is among the best bargains in town. In Dombivli East, this ready to move flat is available at an attractive price of INR 35 Lac. The spacious apartment is unfurnished.",35 Lac ,5691,thane,,Ready to Move,5 out of 7,Resale,Unfurnished,,,,1,1,,,615 sqft,,
661,2 BHK Ready to Occupy Flat for sale in Rustomjee Aurelia Majiwada,"This attractive 2 BHK apartment can be found for sale in Majiwada, Thane. Strategically situated in the Rustomjee Aurelia site, it is placed at a prime location. This flat for resale is the perfect property for you! This ready to move flat in Majiwada comes at an affordable price of INR 1.20 Cr. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities. Some of the landmarks in the vicinity include property description property majiwada.",1.20 Cr ,12000,thane,711 sqft,Ready to Move,20 out of 32,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Rustomjee Aurelia,2,,1 Covered,Freehold,,,
662,2 BHK Ready to Occupy Flat for sale in Ashar Edge Pokharan Road Number 2,"Pokharan Road Number 2, Thane has an appealing 2 BHK flat for sale with various amenities. This flat is situated within the renown township of Ashar Edge. Your hunt for the perfect apartment for sale comes to an end here. Located in Pokharan Road Number 2, this ready to move apartment is sold at a fair selling price of INR 1.65 Cr. You will find it unfurnished.",1.65 Cr ,15714,thane,698 sqft,Ready to Move,12 out of 33,New Property,Unfurnished,,"Garden/Park, Pool, Main Road",Ashar Edge,2,3,1 Covered,Freehold,,,
663,1 BHK Ready to Occupy Flat for sale in Puranik City Phase 3 Ghodbunder Road,"Have a look at this immaculate 1 BHK flat for sale in Ghodbunder Road, Thane. It is in a prime location within the Puranik City Phase 3. This flat is an attractive property for resale. The ready to move flat in the prime area of Ghodbunder Road is available at a reasonable price of INR 59 Lac. You will find it semi-furnished.",59 Lac ,9077,thane,456 sqft,Ready to Move,8 out of 19,Resale,Semi-Furnished,East,"Pool, Garden/Park, Main Road",Puranik City Phase 3,1,1,,Power Of Attorney,,,
664,1 BHK Ready to Occupy Flat for sale Charai,"This exquisite 1 BHK Flat is offered for sale in Charai, Thane. This flat for resale is just the type of property you have been searching for! This ready to move flat in Charai comes at an affordable price of INR 85 Lac. The flat is sold in furnished condition. its close to school, market and hospital. are some of the well-known landmarks in this locality.",85 Lac ,15455,thane,550 sqft,Ready to Move,4 out of 12,Resale,Furnished,North - East,"Garden/Park, Main Road",,1,1,1 Open,Freehold,,,
665,1 BHK Ready to Occupy Flat for sale Dombivli East,"This exquisite 1 BHK Flat is offered for sale in Dombivli East, Thane. This flat for sale is a choice property. This ready to move flat located in Dombivli East is available for purchase at a fair price of INR 60.5 Lac. The flat is unfurnished and is suitable for any family size. Some neighbouring landmarks are near jain temple, sangeeta wadi, dombivli east..",60.5 Lac ,8067,thane,503 sqft,Ready to Move,4 out of 7,New Property,Unfurnished,East,"Garden/Park, Main Road",,2,2,1 Open,Freehold,,,
666,1 BHK Ready to Occupy Flat for sale in Dosti Kalher Bhiwandi,"This gorgeous 1 BHK Flat is available for sale in Bhiwandi, Thane. Situated in the Dosti Kalher township, it has a prime location. This apartment for resale is a great choice. This apartment in one of the significant areas of Bhiwandi is ready to move, and can be purchased at the best price of INR 40 Lac. The flat is unfurnished and makes for an ideal choice for any family.",40 Lac ,5882,thane,,Ready to Move,1 out of 4,Resale,Unfurnished,,,Dosti Kalher,1,,,,680 sqft,,
667,3 BHK Ready to Occupy Flat for sale in Hiranandani Bloomingdale Ghodbunder Road,"Carefully laid out in the prime location of Ghodbunder Road in Thane, this spacious 3 BHK flat on sale is a meticulously planned project. This flat is situated within the renown township of Hiranandani Bloomingdale. Invest your valuable money in this flat that is for resale. Available at a reasonable selling price of INR 2.25 Cr, this ready to move apartment in Ghodbunder Road is a great buy. The flat is sold in unfurnished condition. The flat is in close proximity to prominent landmarks like hiranandani estate, bloomingdale.",2.25 Cr ,16605,thane,1073 sqft,Ready to Move,12 out of 22,Resale,Unfurnished,East,Garden/Park,Hiranandani Bloomingdale,3,1,1 Covered,Freehold,,,
668,3 BHK Ready to Occupy Flat for sale in Hiranandani Estate Broadway Ghodbunder Road,"This lovely 3 BHK Flat in Ghodbunder Road, Thane is up for sale. It is in a prime location within the Hiranandani Estate Broadway. This apartment for resale is a great choice. This apartment ready to move in the Ghodbunder Road is available for an attractive price of INR 1.85 Cr. The flat is sold in unfurnished condition. Landmarks near the apartment include hiranandani estate, broadway a.",1.85 Cr ,13262,thane,1116 sqft,Ready to Move,5 out of 7,Resale,Unfurnished,East,Garden/Park,Hiranandani Estate Broadway,3,1,1 Covered,Freehold,,,
669,3 BHK Ready to Occupy Flat for sale in Hiranandani Estate Canary Patlipada,"Discover this immaculate 3 BHK flat for sale at the pristine Patlipada in Thane. Take the experience of contemporary living to a new high, with exquisitely designed apartments at Hiranandani Estate Canary. This apartment for resale is a great choice. This ready to move flat in Patlipada comes at an affordable price of INR 1.95 Cr. The spacious apartment is semi-furnished. Some of the landmarks in the vicinity include hiranandani estate, canary.",1.95 Cr ,17196,thane,846 sqft,Ready to Move,12 out of 27,Resale,Semi-Furnished,East,Garden/Park,Hiranandani Estate Canary,2,,1 Covered,Freehold,,,
670,2 BHK Ready to Occupy Flat for sale in Puraniks City Ghodbunder Road,"Have a look at this immaculate 2 BHK flat for sale in Ghodbunder Road, Thane. Located in the Puraniks City township, the flat enjoys access to the prime spots in the city. This apartment is a property of choice for resale. This apartment ready to move in the Ghodbunder Road is available for an attractive price of INR 73 Lac. The flat is available in semi-furnished condition.",73 Lac ,9125,thane,650 sqft,Ready to Move,9 out of 18,Resale,Semi-Furnished,West,"Pool, Garden/Park, Main Road",Puraniks City,2,2,,Power Of Attorney,,,
671,2 BHK Ready to Occupy Flat for sale Panch Pakhdi,"Have a look at this immaculate 2 BHK flat for sale in Panch Pakhdi, Thane. This flat for resale has a desirable location. This ready to move flat in Panch Pakhdi can be taken at a very economical pricing of INR 1.65 Cr. This premium semi-furnished flat spells quality and comfort at a competitive price. Prominent landmarks in and around this locality are near jain temple, panchpakhadi.",1.65 Cr ,14348,thane,800 sqft,Ready to Move,1 out of 12,Resale,Semi-Furnished,North,Main Road,,2,1,1 Open,Co-operative Society,,,
672,2 BHK Ready to Occupy Flat for sale in Pride Palms Kolshet,"One can find this stunning 2 BHK flat for sale in Kolshet, Thane. Situated in the Pride Palms township, it has a prime location. This flat for resale is a choice property. The ready to move flat in the prime area of Kolshet is available at a reasonable price of INR 1.21 Cr. You will find it unfurnished. The prime landmarks near this property are near blossom english school kolshet road thane west.",1.21 Cr ,11298,thane,691 sqft,Ready to Move,10 out of 26,Resale,Unfurnished,North - East,"Garden/Park, Pool, Main Road",Pride Palms,2,1,1 Covered,Freehold,,,
673,1 BHK Ready to Occupy Flat for sale Sonivali,"Discover this immaculate 1 BHK flat for sale at the pristine Sonivali in Thane. This flat for resale is just the type of property you have been searching for! This apartment in one of the significant areas of Sonivali is ready to move, and can be purchased at the best price of INR 26 Lac.",Call for Price,,thane,,Ready to Move,4 out of 8,Resale,,,,,1,,,,684 sqft,,
674,3 BHK Ready to Occupy Flat for sale in Sanghvi Valley Kalwa,"This beautiful 3 BHK Flat is available for sale in Kalwa, Thane. It enjoys an excellent location within the Sanghvi Valley. This flat for resale is the perfect property for you! This ready to move flat in Kalwa is available for a reasonable price of INR 1.45 Cr. The apartment is semi-furnished.",1.45 Cr ,13063,thane,660 sqft,Ready to Move,3 out of 16,Resale,Semi-Furnished,,"Pool, Garden/Park, Main Road",Sanghvi Valley,2,2,,,,,
675,2 BHK Ready to Occupy Flat for sale in Ashar 16 Thane West,"This beautiful 2 BHK Flat is available for sale in Thane West, Thane. Strategically situated in the Ashar 16 site, it is placed at a prime location. This flat for resale has a desirable location. This apartment ready to move in the Thane West is available for an attractive price of INR 1.45 Cr. The spacious apartment is furnished.",1.45 Cr ,18125,thane,652 sqft,Ready to Move,17 out of 19,Resale,Furnished,,,Ashar 16,2,,,,,,
676,2 BHK Ready to Occupy Flat for sale in Ashar Sapphire Kapurbawdi,"This beautiful 2 BHK Flat is available for sale in Kapurbawdi, Thane. It is housed in the well-planned Ashar Sapphire township in an advantageous location. This flat for resale is just the type of property you have been searching for! Available at a reasonable selling price of INR 1.35 Cr, this ready to move apartment in Kapurbawdi is a great buy. The flat is unfurnished and is suitable for any family size. Some neighbouring landmarks are booker wholesale, behind ashar millenia, behind vijay sales.",1.35 Cr ,18097,thane,661 sqft,Ready to Move,2 out of 27,Resale,Unfurnished,,Main Road,Ashar Sapphire,2,2,1 Covered,Freehold,,,
677,2 BHK Ready to Occupy Flat for sale in Shilpa Thane West,"This beautiful 2 BHK Flat is available for sale in Thane West, Thane. It enjoys an excellent location within the Shilpa. This flat is available as a sale property. The ready to move flat in Thane West is all ready for sale at a low-priced budget of INR 2.65 Cr. This premium unfurnished flat spells quality and comfort at a competitive price. Prominent landmarks in and around this locality are ram maruti road.",2.65 Cr ,23043,thane,700 sqft,Ready to Move,7 out of 7,New Property,Unfurnished,East,"Garden/Park, Main Road",Shilpa,2,2,1 Covered,Freehold,,,
678,1 BHK Ready to Occupy Flat for sale Dombivli East,"This magnificent 1 BHK Flat is available for sale in Dombivli East, Thane. This flat for resale is just the type of property you have been searching for! You can buy this ready to move flat in Dombivli East at a reasonable price of INR 65 Lac. The flat is unfurnished and makes for an ideal choice for any family. Some of the landmarks in the vicinity include modern pride hotel.",65 Lac ,,thane,565 sqft,Ready to Move,4 out of 4,Resale,Unfurnished,North,,,1,2,,Freehold,,,
679,1 BHK Ready to Occupy Flat for sale Ambernath,"Creatively planned and constructed is a 1 BHK flat for sale in Ambernath, Thane. This apartment for resale is a great choice. In Ambernath, this ready to move flat is available at an attractive price of INR 25 Lac. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",25 Lac ,4052,thane,,Ready to Move,6 out of 7,Resale,Semi-Furnished,,,,1,,,,617 sqft,,
680,2 BHK Ready to Occupy Flat for sale in Lodha Amara Kolshet,"Creatively planned and constructed is a 2 BHK flat for sale in Kolshet, Thane. Enjoying a prime location, this property is housed in the Lodha Amara society. This flat all equipped with required facilities, is up for resale. This ready to move flat in Kolshet comes at an affordable price of INR 1.13 Cr. This semi-furnished flat is strategically designed with all the amenities to enhance the living experience. The property is constructed with proximity to major landmarks like kolshet rd.",1.13 Cr ,11300,thane,700 sqft,Ready to Move,13 out of 42,Resale,Semi-Furnished,North - East,"Garden/Park, Main Road",Lodha Amara,2,1,1 Covered,Co-operative Society,,,
